,newlyConst,balcony,hasKitchen,cellar,baseRent,livingSpace,lift,noRooms,garden,heating,neighbourhoods
153185,False,True,True,True,849.0,107.5,False,4.0,False,normal,Spandau
153239,False,True,True,True,1187.0,84.79,False,3.0,True,normal,Reinickendorf
153270,True,True,True,True,1249.0,88.08,False,3.0,True,normal,Tempelhof
153281,False,False,True,False,679.49,51.36,False,2.0,False,normal,Wedding
153286,True,True,False,True,1627.0,87.93,True,4.0,True,normal,Friedrichshain
153290,False,True,False,False,329.0,36.0,False,1.0,False,normal,Spandau
153307,False,True,True,True,1524.0,91.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
153325,False,True,True,False,1614.9,115.35,True,3.0,False,normal,Lichtenberg
153334,True,True,True,False,870.0,64.3,True,2.0,True,normal,Weißensee
153355,False,False,True,False,3200.0,160.0,True,3.0,False,normal,Tiergarten
153365,False,False,False,True,334.73,49.08,True,2.0,False,normal,Marzahn
153371,True,True,False,True,730.0,71.0,True,2.0,False,normal,Treptow
153375,False,True,False,True,460.0,60.33,False,2.0,False,normal,Weißensee
153393,False,False,False,False,1013.0,81.05,False,2.0,False,normal,Friedrichshain
153411,False,False,False,True,765.0,62.5,False,2.0,False,normal,Berg_Prenzlauer_Berg
153526,False,True,True,False,1399.0,106.0,True,3.0,False,normal,Mitte
153576,False,True,True,True,3216.57,185.5,True,4.0,False,normal,Mitte
153610,False,True,True,False,975.0,46.86,False,2.0,False,normal,Charlottenburg
153627,False,False,True,False,649.88,48.68,False,1.0,False,normal,Wedding
153644,False,False,True,False,1568.0,112.0,True,3.0,False,normal,Tiergarten
153659,False,False,False,False,389.44,54.85,False,2.0,False,normal,Pankow
153662,False,False,False,True,425.0,45.0,False,1.0,False,high,Spandau
153670,True,True,True,False,1080.0,90.2,True,4.0,False,normal,Hohenschönhausen_Hohenschönhausen
153686,True,True,False,True,1485.0,106.0,True,3.0,True,normal,Köpenick
153695,False,False,False,False,619.0,47.61,False,2.0,False,normal,Lichtenberg
153751,False,False,False,False,533.26,75.03,True,4.0,False,normal,Marzahn
153756,True,True,True,True,1040.0,53.0,True,2.0,False,normal,Mitte
153768,False,False,False,True,606.0,40.0,False,1.0,False,normal,Kreuzberg
153822,True,True,True,True,612.0,56.0,False,2.0,False,normal,Spandau
153829,False,True,True,True,1699.0,94.17,True,2.0,False,normal,Mitte
153872,False,True,False,True,1030.0,74.0,False,2.0,False,normal,Charlottenburg
153897,False,True,True,True,1690.0,102.0,True,2.0,False,normal,Tiergarten
153908,False,True,False,True,1820.0,114.0,True,3.0,False,normal,Friedrichshain
153948,False,True,True,True,1800.0,85.0,False,2.0,False,normal,Charlottenburg
153962,False,False,True,False,795.0,83.19,True,2.0,True,normal,Köpenick
153985,False,True,True,True,655.0,84.0,False,2.0,False,normal,Reinickendorf
154026,False,False,True,False,650.0,50.0,False,2.0,False,normal,Pankow
154043,False,True,True,True,1400.0,102.51,True,3.0,True,normal,Wilmersdorf
154049,False,True,False,True,980.0,76.32,False,3.0,True,normal,Charlottenburg
154078,False,True,False,False,619.0,65.62,False,2.0,False,normal,Lichtenberg
154079,True,True,False,True,1550.0,87.19,True,3.0,False,normal,Wilmersdorf
154099,True,True,True,True,1370.0,101.0,True,2.0,False,normal,Kreuzberg
154103,False,False,False,False,1107.0,88.58,False,2.0,False,normal,Wedding
154156,False,True,False,True,553.52,69.19,False,2.0,False,normal,Friedrichshain
154157,False,True,True,True,1990.0,125.49,True,3.0,False,normal,Tiergarten
154165,False,True,False,False,759.0,64.0,True,2.0,False,normal,Schöneberg
154182,False,False,True,False,800.0,54.61,False,2.0,False,normal,Köpenick
154187,True,False,False,False,1593.0,88.47,False,3.0,False,normal,Spandau
154244,False,False,True,False,470.0,19.5,False,1.0,False,normal,Wedding
154298,False,False,True,False,560.0,16.0,False,1.0,False,normal,Charlottenburg
154312,False,True,False,False,1214.4,73.6,True,2.0,True,normal,Treptow
154314,False,True,False,True,665.31,99.3,False,3.0,True,normal,Hohenschönhausen_Hohenschönhausen
154318,False,True,True,True,449.0,33.54,False,1.0,False,normal,Hellersdorf
154324,False,False,True,True,1530.0,139.04,False,3.0,False,normal,Reinickendorf
154331,True,True,False,False,889.35,77.0,False,3.0,False,normal,Lichtenberg
154346,False,True,False,False,2491.0,99.65,False,4.0,False,normal,Berg_Prenzlauer_Berg
154363,False,True,False,False,562.0,74.15,False,3.0,False,normal,Pankow
154380,False,True,True,True,1780.0,90.0,True,2.0,False,high,Kreuzberg
154432,False,True,True,False,4016.12,321.29,False,6.0,False,normal,Charlottenburg
154444,False,True,True,False,1250.0,94.0,False,3.0,False,normal,Berg_Prenzlauer_Berg
154462,True,False,True,True,774.0,39.0,False,1.0,False,normal,Tiergarten
154477,True,True,True,False,1610.0,122.92,False,5.0,False,normal,Pankow
154496,False,True,True,True,730.0,52.0,False,2.0,False,normal,Spandau
154507,False,True,False,False,819.11,54.21,True,1.5,False,normal,Treptow
154541,False,True,True,False,1100.0,52.5,False,2.0,False,normal,Berg_Prenzlauer_Berg
154549,False,False,True,False,1050.0,108.0,False,2.0,False,normal,Treptow
154590,False,True,False,False,869.0,56.09,False,2.0,False,normal,Tiergarten
154611,False,True,True,False,949.66,65.09,False,2.0,False,normal,Lichtenberg
154613,False,True,False,False,2218.0,166.94,False,4.0,True,normal,Schöneberg
154618,False,True,False,True,645.0,64.0,True,2.0,False,normal,Wedding
154638,False,True,False,True,1495.0,129.6,False,4.0,False,normal,Köpenick
154675,True,True,True,True,1300.0,60.0,True,2.0,False,normal,Wilmersdorf
154760,False,True,False,False,529.0,58.0,True,2.0,False,normal,Lichtenberg
154848,False,True,True,False,1876.0,134.0,True,5.0,False,normal,Schöneberg
154849,False,True,True,True,1000.0,93.0,False,3.0,True,normal,Weißensee
154857,True,True,False,False,1832.95,105.0,False,3.0,False,normal,Mitte
154877,False,True,True,False,1150.0,95.0,False,3.0,True,normal,Spandau
154903,False,True,True,True,573.39,63.71,True,2.0,False,normal,Treptow
154933,False,False,False,True,1100.0,146.0,False,5.0,False,normal,Hohenschönhausen_Hohenschönhausen
154950,False,False,False,False,223.0,30.35,True,1.0,False,normal,Hohenschönhausen_Hohenschönhausen
154970,False,True,True,True,2450.0,193.5,False,5.0,False,normal,Pankow
154977,False,True,True,False,1599.0,201.0,True,4.0,False,normal,Charlottenburg
155022,False,True,True,False,4500.0,152.45,False,8.0,True,normal,Zehlendorf
155025,False,False,False,False,948.0,79.0,True,3.0,False,normal,Schöneberg
155029,False,True,True,True,1686.6,112.44,True,3.0,False,normal,Tiergarten
155037,False,True,True,False,1400.0,104.0,False,3.5,False,normal,Wilmersdorf
155044,False,True,False,False,546.32,68.26,True,3.0,False,normal,Marzahn
155056,False,True,False,False,2814.4,281.44,True,8.0,False,normal,Charlottenburg
155096,False,True,True,False,1700.0,150.0,True,3.0,False,normal,Reinickendorf
155115,True,True,False,True,1543.83,83.45,True,4.0,False,normal,Friedrichshain
155127,False,True,False,True,785.35,47.25,False,1.5,False,normal,Reinickendorf
155128,True,True,True,False,508.0,23.0,True,1.0,False,normal,Schöneberg
155146,False,False,True,True,605.16,41.0,True,1.0,True,normal,Wilmersdorf
155149,False,True,False,True,608.94,68.0,True,2.0,False,normal,Wedding
155228,True,False,True,False,684.42,24.47,True,1.0,True,normal,Mitte
155261,False,True,False,False,1570.65,145.0,True,4.0,False,normal,Schöneberg
155353,False,True,False,False,382.21,60.19,False,2.0,False,normal,Wedding
155362,False,True,False,False,980.0,86.0,False,3.0,False,normal,Wedding
155378,False,False,False,False,637.0,60.58,False,3.0,False,normal,Lichtenberg
155399,False,True,False,False,818.9,86.2,False,3.0,False,normal,Lichtenberg
155457,True,True,True,True,2650.0,131.0,True,4.0,False,normal,Friedrichshain
155478,False,True,True,True,1140.0,63.62,True,2.0,False,normal,Mitte
155486,True,True,False,False,2995.02,166.39,True,4.0,False,high,Kreuzberg
155520,False,True,True,False,1400.0,75.0,False,2.5,False,normal,Schöneberg
155538,True,True,True,True,1299.9,54.05,True,2.0,False,normal,Mitte
155585,False,True,True,True,915.0,87.84,False,3.0,True,normal,Reinickendorf
155605,False,True,True,True,2261.0,119.0,True,3.0,False,normal,Charlottenburg
155634,False,True,True,False,2242.84,123.54,True,4.0,False,normal,Mitte
155662,False,True,True,False,599.0,39.12,False,1.0,False,normal,Steglitz
155665,False,False,True,False,449.6,21.97,False,1.0,True,normal,Köpenick
155671,False,False,False,True,2046.0,93.0,True,2.0,False,normal,Mitte
155682,False,True,False,True,1026.3,68.42,False,2.5,False,normal,Steglitz
155690,False,True,False,False,506.43,74.0,True,2.5,False,low,Spandau
155737,False,True,True,False,688.0,59.82,True,2.0,False,normal,Steglitz
155749,False,True,True,False,910.0,16.0,False,1.0,False,normal,Charlottenburg
155753,False,False,True,True,1000.0,55.0,False,2.0,False,normal,Tiergarten
155779,False,False,False,True,629.0,49.24,True,2.0,False,normal,Lichtenberg
155782,False,False,True,False,1791.12,127.91,True,4.0,False,normal,Charlottenburg
155788,False,True,True,False,617.0,30.87,True,1.0,False,normal,Mitte
155802,False,True,False,True,1199.56,101.83,True,4.0,False,normal,Charlottenburg
155880,False,True,False,True,418.74,71.0,False,2.0,False,normal,Hellersdorf
155896,False,True,False,False,1370.0,112.0,True,3.0,False,normal,Charlottenburg
155930,False,False,False,False,1049.75,83.98,True,3.0,False,normal,Zehlendorf
155938,False,True,False,False,880.0,101.0,True,4.0,False,normal,Tempelhof
155939,False,True,True,True,1990.0,209.0,True,5.0,False,normal,Charlottenburg
155943,False,False,False,False,463.25,54.5,False,2.0,False,normal,Pankow
156000,False,False,False,False,569.0,60.0,False,2.0,False,normal,Köpenick
156034,False,False,True,True,579.3,61.69,False,2.0,False,normal,Reinickendorf
156042,True,True,True,True,1343.0,74.0,True,3.5,False,normal,Neukölln
156044,False,False,False,False,227.02,38.0,False,1.0,False,normal,Charlottenburg
156059,False,False,False,False,464.8,71.0,False,2.0,False,normal,Tiergarten
156070,True,True,False,True,967.5,64.5,True,3.0,False,normal,Reinickendorf
156090,False,False,True,False,2020.0,130.0,True,4.0,False,normal,Charlottenburg
156091,False,True,True,True,808.25,56.08,False,2.0,False,normal,Schöneberg
156116,False,True,False,False,465.23,69.54,False,2.0,False,normal,Spandau
156177,True,True,True,True,943.0,69.5,True,2.0,True,normal,Marzahn
156224,True,True,True,False,2691.0,138.0,True,6.0,False,normal,Charlottenburg
156235,True,True,True,True,1350.0,70.0,True,3.0,False,normal,Kreuzberg
156246,False,True,False,False,796.0,67.76,False,2.5,False,normal,Tempelhof
156289,False,True,False,False,1599.0,145.0,False,4.0,False,normal,Wedding
156307,False,True,True,True,1300.0,79.0,False,3.0,True,normal,Kreuzberg
156340,False,True,True,False,1368.95,95.0,False,4.0,False,normal,Steglitz
156364,True,True,True,True,1500.0,76.0,True,3.0,False,normal,Charlottenburg
156411,False,True,False,False,499.0,35.05,True,1.0,False,high,Steglitz
156427,False,True,False,False,901.0,90.1,False,3.0,False,normal,Zehlendorf
156462,True,True,True,True,1510.0,90.55,True,3.0,False,normal,Mitte
156474,False,True,False,False,1120.0,64.0,True,2.0,False,normal,Friedrichshain
156478,False,True,False,False,284.48,37.93,True,1.0,False,normal,Hellersdorf
156639,False,False,True,False,450.0,38.0,False,1.5,False,normal,Marzahn
156644,False,True,True,False,780.0,18.0,False,1.0,False,normal,Tiergarten
156645,False,True,True,True,3900.0,150.0,True,3.0,False,normal,Tiergarten
156646,False,True,False,False,327.75,37.93,True,1.0,False,normal,Hellersdorf
156648,False,True,False,True,1600.0,128.0,False,4.0,False,normal,Schöneberg
156661,False,False,False,False,483.86,76.56,False,3.0,False,normal,Neukölln
156697,False,True,False,False,559.0,79.0,True,2.5,False,normal,Reinickendorf
156706,False,True,True,True,497.25,50.38,False,1.5,False,normal,Weißensee
156744,False,True,False,True,562.46,85.08,False,3.0,False,normal,Charlottenburg
156752,False,True,True,True,990.0,63.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
156766,False,True,False,True,676.17,75.55,True,3.5,False,normal,Spandau
156810,False,True,True,False,3300.0,165.0,True,5.0,True,normal,Wilmersdorf
156855,False,False,False,False,804.7,61.9,False,2.0,False,normal,Pankow
156896,False,True,True,True,849.0,91.7,False,3.0,False,normal,Weißensee
156902,True,True,True,True,2299.0,170.78,True,3.0,False,normal,Tiergarten
156905,False,False,True,False,784.0,49.0,False,1.5,False,normal,Schöneberg
156927,True,True,True,True,799.22,55.09,False,2.0,False,normal,Spandau
156954,False,False,False,False,1600.0,143.0,False,4.0,True,normal,Weißensee
156963,False,True,False,True,1099.0,61.1,True,2.0,False,normal,Mitte
156986,False,True,True,False,2900.0,242.0,False,5.0,True,normal,Zehlendorf
157014,False,True,False,False,1015.75,81.02,False,3.0,False,normal,Lichtenberg
157015,False,False,False,False,650.0,50.0,False,2.0,False,normal,Zehlendorf
157033,False,True,False,True,1200.0,88.13,False,3.0,False,normal,Lichtenberg
157038,True,True,True,True,2231.0,119.0,True,3.0,False,normal,Neukölln
157041,True,True,True,True,1550.81,86.88,True,3.0,False,normal,Tiergarten
157092,False,False,True,True,1200.0,78.53,False,3.0,False,normal,Wedding
157105,False,False,False,False,336.0,45.4,False,2.0,False,normal,Treptow
157128,False,True,False,False,1569.0,112.07,False,3.0,False,normal,Berg_Prenzlauer_Berg
157174,False,False,False,False,779.0,54.26,False,2.0,False,normal,Schöneberg
157184,False,True,True,False,2599.0,135.0,False,4.0,False,normal,Wilmersdorf
157231,False,True,True,True,850.0,81.0,False,3.0,True,normal,Hellersdorf
157243,False,True,True,True,840.0,62.16,False,2.0,False,normal,Wilmersdorf
157298,False,True,False,False,950.0,74.0,False,1.5,False,normal,Wilmersdorf
157309,False,True,True,True,1658.0,100.0,True,4.0,False,normal,Tiergarten
157337,False,True,True,True,789.0,79.73,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
157343,False,True,True,True,760.0,66.0,False,2.5,True,normal,Wilmersdorf
157356,False,False,True,False,567.0,75.6,False,3.0,False,normal,Weißensee
157369,False,True,True,False,556.22,74.56,False,3.0,False,normal,Reinickendorf
157375,True,True,True,False,1642.62,78.22,True,3.0,False,normal,Friedrichshain
157416,False,False,True,True,1450.0,50.31,True,2.0,False,normal,Mitte
157453,False,True,False,False,749.0,76.0,False,2.5,False,high,Tempelhof
157462,False,False,True,False,700.0,50.0,False,1.0,False,normal,Kreuzberg
157471,True,False,True,False,772.41,50.65,True,2.0,False,normal,Lichtenberg
157553,False,True,False,False,758.0,75.76,False,2.0,False,normal,Treptow
157585,True,True,False,True,1200.0,76.22,True,2.0,False,normal,Friedrichshain
157609,True,True,True,True,1320.0,93.81,True,3.0,False,normal,Köpenick
157621,True,True,True,True,745.0,53.25,True,1.0,False,normal,Lichtenberg
157625,False,False,True,False,1300.0,34.0,False,1.0,False,normal,Berg_Prenzlauer_Berg
157638,False,False,True,False,1050.0,65.87,False,3.0,False,normal,Lichtenberg
157645,False,True,True,True,1090.0,120.24,True,4.0,True,normal,Reinickendorf
157649,True,True,True,True,1130.48,64.97,True,2.0,False,normal,Tiergarten
157658,False,True,True,True,1000.0,50.0,True,2.0,False,normal,Wilmersdorf
157672,False,True,False,False,372.44,57.0,False,3.0,False,normal,Pankow
157681,False,False,False,False,500.0,28.0,False,1.0,False,normal,Treptow
157683,False,True,False,True,629.0,69.8,True,3.0,False,normal,Hellersdorf
157697,False,False,True,False,550.0,55.0,False,2.0,False,normal,Treptow
157725,False,True,True,False,960.0,86.0,False,2.5,True,normal,Steglitz
157846,False,True,False,False,187.59,31.26,False,1.0,False,low,Spandau
157884,False,False,False,False,1500.0,123.54,True,3.0,False,normal,Neukölln
157965,True,True,True,True,1620.0,89.79,True,3.0,False,normal,Mitte
157997,True,True,True,True,1273.0,88.0,True,3.0,True,normal,Weißensee
158046,False,True,False,False,437.22,69.4,True,3.0,False,normal,Hellersdorf
158110,False,True,False,False,549.0,75.94,True,2.5,False,normal,Reinickendorf
158145,False,True,True,True,707.76,87.0,True,3.0,True,normal,Treptow
158162,False,True,False,False,777.0,74.0,False,3.0,False,normal,Treptow
158168,False,True,True,True,1100.0,87.1,True,2.5,False,normal,Steglitz
158200,False,False,True,True,1050.0,60.42,False,2.0,False,normal,Kreuzberg
158207,False,True,True,False,644.26,70.48,False,2.0,False,normal,Spandau
158253,False,False,False,False,1370.0,120.0,False,3.0,False,normal,Steglitz
158275,False,True,True,True,690.0,67.0,False,2.0,True,normal,Charlottenburg
158362,False,True,True,False,999.99,99.74,False,3.0,True,normal,Tempelhof
158371,False,True,True,True,1300.0,130.0,False,3.0,False,normal,Marzahn
158382,False,True,False,True,770.1,59.93,True,2.0,False,normal,Kreuzberg
158385,False,True,True,False,1990.0,30.0,True,2.0,False,normal,Mitte
158398,False,True,True,False,550.0,28.9,True,1.0,False,normal,Treptow
158402,False,True,True,True,1200.0,92.1,True,2.0,False,normal,Köpenick
158462,False,True,False,False,509.32,79.21,False,4.0,False,normal,Reinickendorf
158511,False,False,True,True,1950.0,115.93,True,4.0,False,normal,Tiergarten
158517,False,True,True,True,1324.03,65.41,True,3.0,True,normal,Mitte
158526,False,False,False,True,512.72,55.61,False,2.0,False,normal,Weißensee
158567,False,False,True,True,852.5,55.0,True,2.0,False,normal,Pankow
158593,True,True,True,False,1395.0,93.67,True,3.0,False,normal,Charlottenburg
158596,False,True,False,False,307.11,45.03,True,2.0,False,normal,Marzahn
158679,False,True,False,False,1194.0,66.33,False,2.0,False,normal,Berg_Prenzlauer_Berg
158690,False,False,True,False,400.0,37.0,False,1.0,False,normal,Treptow
158695,False,True,False,False,649.0,79.0,True,3.5,False,normal,Spandau
158700,False,False,False,True,560.07,56.67,False,2.5,False,normal,Reinickendorf
158712,False,True,True,True,2104.0,124.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
158728,False,True,True,True,491.0,24.58,True,1.0,False,normal,Mitte
158750,False,True,True,False,1034.9,69.72,True,2.0,False,normal,Mitte
158770,True,True,True,True,1204.79,70.87,True,2.0,False,normal,Schöneberg
158771,False,True,True,True,759.0,55.0,False,2.0,False,normal,Wedding
158835,False,False,False,False,232.56,32.0,False,1.0,False,normal,Wedding
158909,False,True,True,True,1200.0,62.0,True,2.0,False,normal,Schöneberg
158938,False,False,True,False,1400.0,91.68,False,3.0,False,normal,Neukölln
158949,False,True,True,True,1072.8,107.28,False,4.0,False,normal,Wilmersdorf
158970,False,False,True,False,800.0,59.0,False,2.0,False,normal,Neukölln
158987,False,True,True,False,1284.0,96.91,False,3.0,False,normal,Treptow
158989,False,False,True,False,748.0,78.0,False,3.0,False,normal,Spandau
159030,False,True,True,True,2570.0,156.68,True,4.0,False,normal,Tiergarten
159038,False,True,False,False,1014.0,75.36,False,3.0,False,normal,Neukölln
159048,False,True,False,True,1980.0,140.0,False,4.0,False,normal,Wilmersdorf
159080,False,False,True,True,529.0,43.0,False,1.5,False,normal,Weißensee
159131,False,True,True,True,3344.99,137.0,True,4.0,False,normal,Wilmersdorf
159162,True,True,False,True,950.0,67.86,False,3.0,True,normal,Köpenick
159228,False,True,True,True,1265.0,115.0,False,3.0,False,normal,Weißensee
159229,False,True,False,False,850.0,71.0,False,2.0,False,normal,Neukölln
159231,True,True,True,True,1440.0,80.0,True,2.0,False,normal,Neukölln
159268,False,False,False,False,1194.0,59.68,False,3.0,False,normal,Kreuzberg
159420,True,True,True,True,1170.0,66.3,True,2.0,True,normal,Tiergarten
159436,False,False,False,True,579.35,83.6,False,3.0,False,normal,Spandau
159442,False,True,True,False,520.0,22.25,True,1.0,False,normal,Schöneberg
159468,False,True,True,True,840.0,80.07,True,3.0,True,normal,Köpenick
159478,False,True,True,True,1300.0,99.18,True,3.0,False,normal,Köpenick
159503,False,True,True,True,679.0,54.71,False,2.0,False,normal,Treptow
159553,True,True,False,True,1038.0,36.0,True,1.0,True,high,Wedding
159575,False,False,True,True,1350.0,80.0,False,3.0,True,normal,Kreuzberg
159578,False,True,True,False,620.0,11.0,False,1.0,False,normal,Tiergarten
159598,False,True,False,False,1990.0,167.0,False,5.0,False,normal,Pankow
159605,False,True,True,True,1050.0,75.0,True,2.0,False,normal,Berg_Prenzlauer_Berg
159674,False,True,False,False,542.69,59.87,False,2.0,False,normal,Spandau
159699,False,False,False,False,427.65,52.3,False,1.5,False,normal,Weißensee
159721,True,True,False,False,2099.0,125.2,True,4.0,True,normal,Mitte
159739,False,True,False,True,2500.0,157.0,False,4.5,False,normal,Wilmersdorf
159819,False,True,True,False,646.95,74.45,False,3.0,False,normal,Weißensee
159827,False,True,False,True,780.0,65.0,False,3.0,True,normal,Tempelhof
159855,True,True,True,True,1676.91,87.43,True,3.0,False,normal,Tiergarten
159859,False,True,False,True,750.0,60.0,False,2.0,False,normal,Weißensee
159865,False,True,True,True,4320.0,240.0,True,4.0,True,normal,Mitte
159908,True,True,True,False,1986.0,116.5,True,4.0,False,normal,Charlottenburg
159910,True,True,True,False,1560.0,96.77,True,4.0,False,normal,Charlottenburg
159914,False,True,False,True,344.81,50.56,False,1.5,False,normal,Reinickendorf
159920,False,False,False,True,456.0,51.53,False,2.0,False,normal,Schöneberg
159943,False,True,False,True,1144.0,98.98,False,4.0,False,normal,Zehlendorf
159946,True,True,True,True,745.0,57.7,True,2.0,False,normal,Marzahn
159978,False,False,False,True,2200.0,193.92,True,5.5,False,normal,Charlottenburg
159983,False,False,True,True,948.0,79.0,False,2.0,False,normal,Weißensee
159994,False,False,True,True,490.0,42.39,False,2.0,False,normal,Pankow
160008,False,False,False,True,592.14,62.33,False,2.0,False,normal,Köpenick
160017,False,False,True,True,500.0,35.0,False,1.0,False,normal,Treptow
160039,False,True,True,False,748.0,72.44,False,2.0,False,normal,Spandau
160045,False,False,True,False,1000.0,49.47,False,2.0,False,normal,Neukölln
160052,True,True,False,False,476.0,56.0,True,1.0,False,normal,Marzahn
160064,False,True,True,True,1380.0,67.55,True,2.0,False,normal,Mitte
160066,False,True,False,True,838.91,65.54,True,2.5,False,normal,Kreuzberg
160104,True,True,True,False,960.46,75.33,True,3.0,False,normal,Köpenick
160114,True,True,True,True,1293.0,90.0,False,3.0,False,normal,Tiergarten
160133,True,True,True,False,2570.0,183.0,True,5.0,False,normal,Tiergarten
160146,False,True,False,True,392.05,43.61,True,1.0,False,normal,Kreuzberg
160162,False,True,True,False,1190.0,90.04,False,3.0,True,normal,Lichtenberg
160168,False,True,True,True,1633.0,71.0,True,3.0,False,normal,Charlottenburg
160171,False,False,True,False,1723.4,98.48,True,4.0,False,normal,Charlottenburg
160176,False,True,False,False,885.0,81.01,False,3.0,False,normal,Treptow
160177,False,True,True,True,930.0,60.0,True,2.0,True,normal,Pankow
160213,False,True,True,True,1395.0,101.46,True,3.0,False,normal,Berg_Prenzlauer_Berg
160220,True,True,True,True,1718.24,96.26,True,3.0,False,normal,Tiergarten
160222,False,True,True,False,1545.0,103.0,False,3.0,False,normal,Tiergarten
160232,False,True,True,True,3300.0,217.0,True,5.0,False,normal,Wilmersdorf
160247,True,True,False,True,2244.68,132.04,True,5.0,False,normal,Mitte
160251,False,True,False,True,1990.0,139.0,True,4.0,False,normal,Wilmersdorf
160350,False,False,False,False,1315.0,82.07,False,2.0,False,normal,Berg_Prenzlauer_Berg
160405,False,False,True,False,574.0,28.0,True,1.0,False,normal,Treptow
160444,True,True,False,True,1321.65,88.11,True,3.0,True,normal,Steglitz
160445,False,True,True,False,750.0,80.2,False,3.0,False,normal,Neukölln
160454,True,True,True,False,2200.0,97.66,True,3.0,False,normal,Friedrichshain
160484,False,False,False,False,1149.0,85.0,False,3.0,False,normal,Steglitz
160491,False,True,True,False,655.25,76.68,False,3.0,False,normal,Weißensee
160507,False,True,False,False,801.8,88.25,True,3.5,False,normal,Spandau
160543,False,True,False,True,858.0,78.0,False,3.0,True,normal,Reinickendorf
160553,False,True,True,False,712.0,71.12,False,2.0,False,normal,Steglitz
160709,False,True,True,True,390.0,68.2,True,2.5,False,normal,Hellersdorf
160719,False,True,False,False,3072.0,204.86,True,6.0,False,normal,Schöneberg
160730,False,False,False,False,1149.0,101.0,True,3.0,False,normal,Neukölln
160768,False,True,True,False,1299.0,96.91,False,3.0,False,normal,Treptow
160779,False,True,False,False,765.0,83.55,False,3.0,False,normal,Spandau
160887,False,False,False,True,398.05,41.9,False,1.0,False,normal,Hellersdorf
160896,False,False,True,False,495.0,42.0,False,1.0,False,normal,Wilmersdorf
160976,False,True,True,False,1285.0,121.0,True,3.5,False,normal,Charlottenburg
160988,False,True,True,True,1450.0,95.16,False,2.0,False,normal,Charlottenburg
161004,True,True,True,True,1250.0,62.93,True,2.0,False,normal,Tiergarten
161021,True,True,True,True,1497.98,102.71,True,3.0,False,normal,Lichtenberg
161031,False,True,False,True,2050.0,174.52,False,5.5,True,normal,Schöneberg
161035,False,True,True,True,1230.24,77.0,True,3.0,False,normal,Steglitz
161110,False,True,False,False,849.09,79.0,False,3.0,False,normal,Treptow
161115,False,False,False,False,1117.9,79.85,False,2.0,False,normal,Schöneberg
161164,False,False,False,False,1850.0,128.0,True,3.0,False,normal,Wilmersdorf
161169,False,True,True,False,1198.0,89.0,False,3.0,False,normal,Friedrichshain
161254,False,False,False,False,620.0,42.77,False,1.0,False,normal,Wedding
161282,False,True,True,True,900.0,55.0,False,2.0,True,normal,Spandau
161284,False,False,False,False,504.76,65.13,False,1.5,False,normal,Spandau
161287,False,True,True,False,1450.0,100.0,False,3.0,True,normal,Mitte
161295,False,False,True,False,850.0,53.18,True,1.5,False,normal,Spandau
161302,False,False,True,True,560.0,20.5,True,1.0,False,normal,Wedding
161308,True,True,True,True,4150.0,209.0,True,5.0,False,normal,Weißensee
161313,True,False,False,False,1099.0,60.0,False,2.0,False,normal,Tempelhof
161325,True,True,True,True,1340.0,84.3,True,3.0,False,normal,Tiergarten
161338,False,False,True,True,1000.0,87.14,False,4.0,False,normal,Köpenick
161388,False,True,False,False,805.0,99.36,False,3.0,False,normal,Lichtenberg
161429,False,True,True,False,746.13,71.06,False,3.0,False,normal,Köpenick
161446,False,True,True,True,1030.0,62.4,True,2.0,False,normal,Friedrichshain
161457,True,True,True,True,1800.0,68.0,True,2.0,False,normal,Wilmersdorf
161522,False,False,False,True,430.75,34.46,False,1.0,False,normal,Weißensee
161547,False,True,False,True,975.0,65.25,True,2.5,False,normal,Wedding
161561,False,False,True,False,696.0,68.32,False,2.0,False,normal,Lichtenberg
161627,False,True,True,True,754.0,60.0,False,2.0,False,normal,Treptow
161645,True,True,False,True,1639.33,149.03,True,5.5,False,normal,Weißensee
161658,False,False,False,True,478.0,54.88,True,2.0,False,normal,Marzahn
161691,True,True,False,False,2050.0,137.0,False,3.0,False,normal,Charlottenburg
161715,False,True,True,False,693.0,55.3,False,1.0,False,normal,Tempelhof
161721,False,True,True,True,579.0,48.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
161739,True,True,True,True,1736.82,96.0,True,3.0,False,normal,Schöneberg
161740,False,True,True,True,537.16,58.52,False,1.0,False,normal,Tempelhof
161742,False,True,False,False,1085.0,77.5,False,2.0,False,normal,Berg_Prenzlauer_Berg
161745,False,False,False,False,1074.2,108.0,False,3.0,False,normal,Pankow
161762,False,False,False,False,3800.0,157.0,False,4.0,False,normal,Wilmersdorf
161832,False,False,False,True,680.0,60.0,False,2.0,False,normal,Steglitz
161878,False,False,True,True,600.0,60.0,False,3.0,True,normal,Hellersdorf
161915,False,False,True,True,1090.0,39.0,False,1.0,False,normal,Wedding
162001,False,True,False,False,1560.0,104.21,True,4.0,False,normal,Berg_Prenzlauer_Berg
162013,False,False,True,True,1200.0,77.0,False,2.0,False,normal,Friedrichshain
162048,False,True,True,False,561.15,38.7,False,1.0,False,normal,Berg_Prenzlauer_Berg
