,newlyConst,balcony,hasKitchen,cellar,baseRent,livingSpace,lift,noRooms,garden,heating,neighbourhoods
162077,False,True,False,False,481.89,53.49,False,2.0,False,normal,Spandau
162105,False,True,False,True,405.75,54.1,False,2.0,False,normal,Hellersdorf
162175,False,True,False,True,560.0,41.87,True,1.5,False,normal,Reinickendorf
162180,False,True,False,False,2329.0,137.0,False,3.0,False,normal,Wilmersdorf
162221,False,False,True,False,2300.0,167.0,True,3.0,False,normal,Mitte
162259,True,True,True,False,1030.0,82.66,True,3.0,False,normal,Buchholz_Pankow
162309,False,True,False,False,427.16,62.0,True,2.0,False,low,Spandau
162316,False,False,True,True,1516.01,117.52,True,3.0,False,normal,Wilmersdorf
162317,False,True,True,True,980.0,74.0,False,3.0,False,high,Steglitz
162343,False,True,False,True,419.4,34.95,False,1.0,False,normal,Tempelhof
162369,False,True,True,True,650.08,38.24,True,1.5,False,normal,Köpenick
162380,True,True,True,True,1510.52,111.89,True,3.0,False,normal,Köpenick
162390,False,True,True,True,940.0,129.0,False,4.0,False,normal,Spandau
162396,False,True,False,False,730.0,83.6,True,2.5,False,normal,Spandau
162458,True,False,True,False,450.0,19.5,True,1.0,False,normal,Wedding
162481,False,True,False,False,567.34,59.72,False,2.0,False,normal,Spandau
162560,False,True,False,False,545.0,78.0,True,3.0,False,normal,Reinickendorf
162598,False,False,False,False,1799.0,175.3,False,5.0,False,normal,Wilmersdorf
162605,False,True,True,True,2800.0,253.76,True,5.0,False,normal,Lichtenberg
162606,False,False,False,False,548.59,75.03,True,4.0,False,normal,Marzahn
162624,False,True,True,False,3990.0,190.0,True,5.0,False,normal,Charlottenburg
162647,False,True,False,True,1083.66,104.6,False,3.0,False,normal,Pankow
162649,False,True,True,False,807.0,63.57,True,2.0,False,normal,Tempelhof
162654,False,True,True,True,950.0,80.0,False,3.5,True,normal,Reinickendorf
162677,True,False,True,False,1420.11,91.62,True,3.0,False,normal,Friedrichshain
162729,False,False,False,False,399.0,33.0,True,1.0,False,normal,Lichtenberg
162771,False,True,False,False,596.28,77.32,True,3.0,False,normal,Marzahn
162777,True,True,True,False,1025.0,73.9,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
162787,False,True,False,False,824.67,77.0,False,3.0,False,normal,Treptow
162836,False,False,False,True,822.0,68.5,False,2.0,False,normal,Tiergarten
162846,False,True,True,False,1595.0,139.0,False,5.0,True,normal,Reinickendorf
162849,False,True,False,False,622.0,53.68,True,2.0,True,normal,Köpenick
162854,False,True,False,True,374.5,51.0,True,2.0,False,high,Neukölln
162941,False,True,True,True,1980.0,140.0,True,3.0,False,normal,Mitte
162945,False,True,False,False,534.96,76.68,False,3.0,False,normal,Köpenick
162966,False,True,False,True,696.03,89.32,False,4.0,False,normal,Hellersdorf
163018,False,True,True,True,2500.0,142.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
163077,False,True,False,True,480.82,68.41,True,3.0,False,normal,Hellersdorf
163078,False,True,False,True,459.0,35.69,True,1.0,False,normal,Hellersdorf
163098,True,False,False,False,1109.0,36.73,False,1.0,False,normal,Berg_Prenzlauer_Berg
163101,False,False,True,False,680.0,42.0,True,1.0,False,normal,Charlottenburg
163135,False,False,False,False,1800.0,123.4,False,3.0,False,normal,Friedrichshain
163161,False,True,False,True,663.0,55.25,True,1.5,False,high,Steglitz
163191,False,True,False,False,505.0,53.14,False,2.0,False,normal,Steglitz
163194,False,True,True,True,2000.0,116.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
163205,False,True,False,False,2358.43,193.95,False,5.5,False,normal,Wilmersdorf
163250,False,True,False,False,604.65,75.59,True,2.0,False,normal,Marzahn
163282,False,False,False,False,931.0,98.01,False,4.0,False,normal,Tempelhof
163290,False,False,True,False,1150.0,77.3,False,3.0,False,normal,Reinickendorf
163310,True,False,True,True,415.0,21.32,True,1.0,False,normal,Wedding
163334,True,True,True,True,1046.4,65.4,True,2.0,False,normal,Neukölln
163346,False,True,True,True,2200.0,167.0,False,4.5,True,normal,Charlottenburg
163390,False,False,False,False,468.76,64.39,False,2.0,False,normal,Wedding
163402,False,True,True,True,15000.0,456.0,True,4.0,False,normal,Mitte
163488,False,True,True,True,2500.0,154.0,True,4.0,False,normal,Tiergarten
163504,True,True,False,True,1292.0,76.0,True,2.0,False,normal,Mitte
163509,True,True,True,True,1870.0,111.0,True,4.0,False,normal,Tiergarten
163578,False,True,False,True,900.0,71.34,True,3.0,False,normal,Reinickendorf
163590,True,True,True,False,916.35,61.09,True,2.0,False,normal,Köpenick
163620,False,True,True,True,1450.0,131.0,False,4.0,True,normal,Zehlendorf
163694,True,True,True,False,776.38,70.58,True,2.5,False,normal,Köpenick
163711,True,True,False,True,3238.17,170.0,True,4.0,False,normal,Berg_Prenzlauer_Berg
163718,False,False,True,True,558.0,36.0,False,1.0,False,normal,Berg_Prenzlauer_Berg
163730,False,True,False,True,453.47,41.06,True,1.0,False,normal,Charlottenburg
163787,False,False,False,True,1198.96,89.17,False,3.0,False,normal,Berg_Prenzlauer_Berg
163825,False,True,True,True,1325.0,103.0,False,3.0,True,normal,Wilmersdorf
163865,True,True,False,False,1288.0,92.0,False,2.0,False,normal,Reinickendorf
163868,False,False,False,False,767.0,56.85,False,2.0,False,normal,Wilmersdorf
163875,True,True,True,True,1226.89,72.17,True,2.0,False,normal,Schöneberg
163896,False,True,False,True,708.0,59.0,True,2.0,False,normal,Köpenick
163901,False,True,False,False,619.0,62.65,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
163905,False,False,True,False,598.0,63.0,False,2.0,False,normal,Steglitz
163906,True,True,True,False,1157.11,66.31,True,2.0,False,normal,Tiergarten
163915,False,True,True,True,1957.0,72.48,False,3.0,True,normal,Berg_Prenzlauer_Berg
163938,False,True,False,False,284.48,41.47,False,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
163971,False,False,False,False,459.0,38.0,False,1.0,False,normal,Steglitz
163973,False,True,False,True,1362.4,99.05,True,3.0,False,normal,Pankow
163978,True,True,True,False,850.0,59.57,False,2.0,False,normal,Pankow
163982,False,True,True,True,2400.0,110.0,False,3.0,False,normal,Schöneberg
163988,False,True,True,False,825.0,42.2,True,1.0,False,normal,Tiergarten
164019,True,True,True,True,887.68,24.82,True,1.0,False,normal,Kreuzberg
164065,True,True,False,True,780.0,55.0,True,2.0,False,normal,Spandau
164068,False,True,True,True,999.0,80.2,False,3.0,False,normal,Tempelhof
164069,False,False,True,True,689.0,43.0,False,1.0,False,normal,Berg_Prenzlauer_Berg
164189,False,False,True,True,973.26,54.07,False,2.0,False,normal,Schöneberg
164197,False,True,True,True,2550.0,170.0,True,5.0,False,normal,Mitte
164265,False,True,False,False,2505.75,66.82,True,2.0,False,normal,Zehlendorf
164299,False,False,False,True,406.0,58.0,False,2.0,False,normal,Tiergarten
164310,False,True,True,False,1450.0,126.34,False,4.0,True,normal,Reinickendorf
164329,False,True,True,False,1500.0,100.0,False,3.0,False,normal,Wedding
164346,False,True,False,False,811.02,54.08,False,2.0,False,normal,Weißensee
164401,False,True,True,True,1105.0,55.0,False,2.0,False,normal,Neukölln
164417,False,True,True,True,1200.0,76.0,False,3.0,False,normal,Charlottenburg
164440,True,True,True,True,1700.0,107.6,True,3.0,False,normal,Schöneberg
164456,False,False,True,True,1250.0,67.0,False,2.0,True,normal,Kreuzberg
164462,True,True,True,True,1799.0,98.0,True,3.0,False,normal,Tiergarten
164468,False,True,False,False,844.0,78.03,False,2.0,False,normal,Friedrichshain
164482,False,True,True,False,480.0,24.59,True,1.0,False,normal,Mitte
164507,False,True,True,True,950.0,69.0,False,2.0,True,normal,Charlottenburg
164526,False,True,False,True,704.66,70.82,False,2.5,False,normal,Spandau
164536,False,True,False,True,669.0,68.7,False,4.0,False,normal,Hellersdorf
164551,True,True,True,False,980.0,80.07,True,3.0,False,normal,Buchholz_Pankow
164555,False,True,True,False,900.0,72.81,False,2.0,False,normal,Friedrichshain
164566,False,True,True,False,607.0,24.28,True,1.0,False,normal,Schöneberg
164571,False,True,True,True,700.0,54.33,False,2.0,False,normal,Hohenschönhausen_Hohenschönhausen
164608,False,False,True,False,1200.0,65.26,False,2.0,False,normal,Wedding
164624,False,True,True,False,579.0,60.0,False,2.0,False,normal,Köpenick
164657,True,True,False,True,1550.0,119.3,True,3.0,True,normal,Tempelhof
164658,False,False,True,False,630.0,39.37,False,1.0,False,normal,Reinickendorf
164684,False,False,True,False,1083.5,115.0,False,5.0,False,normal,Tiergarten
164703,False,False,True,False,958.08,63.66,True,2.0,False,normal,Berg_Prenzlauer_Berg
164707,True,True,True,True,1032.0,63.0,True,2.0,False,normal,Tiergarten
164721,False,False,False,False,902.0,72.14,True,2.5,False,normal,Wedding
164739,True,True,True,False,1748.0,95.0,True,3.0,True,normal,Tiergarten
164752,False,True,False,False,1577.26,92.78,True,3.0,False,normal,Pankow
164767,False,False,False,False,989.0,70.62,False,2.0,False,normal,Neukölln
164838,False,True,True,False,1498.5,111.0,False,3.0,False,normal,Neukölln
164911,False,True,True,False,2121.0,157.1,False,3.0,False,normal,Mitte
164990,True,True,True,True,1291.6,129.16,True,4.0,True,normal,Marzahn
164993,False,True,False,False,1279.76,75.28,True,2.0,False,normal,Mitte
164998,False,True,True,True,1568.0,90.41,True,3.0,False,normal,Tiergarten
165011,True,True,False,False,1145.88,95.49,True,4.0,False,normal,Köpenick
165026,False,True,True,False,759.0,76.0,False,3.0,False,normal,Köpenick
165041,False,True,True,True,1100.0,77.0,False,3.0,False,normal,Schöneberg
165065,False,True,True,False,1280.0,120.0,False,4.0,True,normal,Hellersdorf
165100,False,True,True,True,1729.0,86.45,True,4.0,False,normal,Steglitz
165123,False,True,True,True,2900.0,240.0,True,6.0,False,normal,Zehlendorf
165129,False,True,True,False,1800.0,130.0,False,5.0,True,normal,Schöneberg
165164,True,True,True,True,1594.8,88.6,True,3.0,False,normal,Wilmersdorf
165166,False,True,False,True,691.58,61.04,True,2.0,False,normal,Reinickendorf
165239,True,True,True,True,2592.07,167.23,True,5.0,False,normal,Mitte
165252,False,True,True,True,1166.0,97.18,True,3.0,False,normal,Köpenick
165264,False,False,False,False,485.0,17.0,False,1.0,False,high,Tiergarten
165297,False,False,False,False,712.0,63.0,False,2.0,False,normal,Schöneberg
165320,False,True,True,False,1995.0,262.0,False,6.5,False,normal,Tempelhof
165377,False,True,True,True,1137.0,105.0,False,3.5,False,normal,Wilmersdorf
165407,False,True,True,True,1700.0,100.29,True,3.0,False,normal,Wilmersdorf
165416,False,True,True,True,715.65,62.23,False,2.0,False,normal,Reinickendorf
165472,False,True,True,True,1006.12,133.71,True,4.0,False,normal,Wilmersdorf
165476,False,True,True,True,2700.0,187.0,False,5.0,False,normal,Charlottenburg
165516,False,False,True,False,830.0,40.0,False,1.0,False,normal,Neukölln
165546,False,True,False,True,799.71,115.9,True,2.0,False,normal,Lichtenberg
165564,False,True,False,False,1398.0,115.0,False,3.0,False,normal,Friedrichshain
165585,False,True,True,True,669.0,66.68,True,2.0,False,normal,Reinickendorf
165609,False,False,True,False,949.35,66.95,False,2.0,False,normal,Friedrichshain
165673,True,True,True,True,1999.19,101.43,False,3.0,False,normal,Mitte
165675,False,True,True,True,531.0,24.18,False,1.0,False,normal,Schöneberg
165691,False,False,False,False,513.0,51.3,False,2.0,False,normal,Lichtenberg
165698,False,True,False,False,641.03,90.0,False,2.5,False,normal,Reinickendorf
165720,False,True,False,True,955.0,89.0,False,3.0,True,normal,Tempelhof
165748,False,True,True,True,695.0,60.0,True,1.0,True,normal,Spandau
165782,False,True,True,True,2299.0,130.0,True,4.0,True,normal,Berg_Prenzlauer_Berg
165810,True,True,True,True,2547.77,172.73,True,4.0,False,normal,Mitte
165859,False,True,False,True,830.0,88.0,False,3.0,True,normal,Tempelhof
165860,False,True,False,True,1200.2,78.65,True,3.0,False,normal,Wedding
165953,True,True,False,False,1667.0,115.0,True,3.0,True,normal,Pankow
165969,False,False,False,False,394.0,34.4,False,1.0,False,normal,Neukölln
165970,False,True,True,True,957.0,98.08,False,3.0,False,normal,Lichtenberg
166012,False,False,False,False,1430.15,114.41,False,4.0,False,normal,Wilmersdorf
166097,False,True,False,True,1419.84,88.74,True,3.0,False,normal,Friedrichshain
166103,False,True,True,True,2498.0,135.68,False,2.0,True,normal,Berg_Prenzlauer_Berg
166110,False,False,False,False,620.0,68.82,False,3.0,False,normal,Marzahn
166124,True,True,False,False,825.0,66.76,False,1.0,True,normal,Weißensee
166128,False,False,True,False,798.0,44.0,True,1.0,False,normal,Schöneberg
166153,False,False,True,False,978.0,73.6,True,2.0,False,normal,Mitte
166162,True,True,True,False,999.0,60.0,True,2.0,False,normal,Tempelhof
166164,True,True,False,True,1300.0,63.2,True,2.0,False,normal,Tiergarten
166178,False,True,True,True,724.51,73.48,True,3.0,False,normal,Tempelhof
166182,False,False,True,False,800.0,35.65,False,1.0,False,normal,Neukölln
166336,False,True,False,True,1159.05,77.27,True,3.0,False,normal,Tempelhof
166396,False,False,True,False,1049.88,77.14,False,2.0,False,normal,Friedrichshain
166403,False,True,False,True,312.0,39.49,True,1.0,False,low,Spandau
166405,False,True,True,False,1543.81,103.5,True,3.0,False,normal,Mitte
166411,False,True,False,False,479.69,77.32,True,3.0,False,normal,Marzahn
166413,False,False,False,True,326.0,32.6,False,1.0,False,normal,Hohenschönhausen_Hohenschönhausen
166418,False,True,True,False,590.0,19.0,True,4.0,False,normal,Tiergarten
166445,False,True,True,True,1331.64,50.0,True,2.0,True,normal,Kreuzberg
166448,False,True,False,False,528.17,69.16,True,3.0,False,normal,Marzahn
166478,False,False,False,False,879.0,72.22,False,3.0,False,normal,Reinickendorf
166479,False,False,False,False,400.0,51.0,False,2.0,False,normal,Köpenick
166524,False,False,False,True,496.11,57.0,False,1.0,False,normal,Steglitz
166530,False,True,True,False,1415.0,117.0,False,6.0,False,normal,Tempelhof
166592,False,False,False,True,330.22,29.51,False,1.0,False,normal,Lichtenberg
166604,False,True,False,True,669.0,67.75,False,4.0,False,normal,Hellersdorf
166637,False,True,False,False,490.0,37.63,False,1.0,True,high,Steglitz
166650,True,False,True,True,485.0,28.0,True,1.0,False,normal,Wedding
166662,False,True,True,True,698.8,79.86,False,3.0,False,normal,Pankow
166681,True,True,True,False,1873.01,108.58,True,3.0,False,normal,Tiergarten
166750,False,True,True,False,1410.0,150.0,False,3.0,False,normal,Reinickendorf
166771,False,True,False,True,1250.0,142.0,False,5.0,True,normal,Reinickendorf
166833,False,True,True,True,1300.0,130.0,False,3.5,False,normal,Steglitz
166841,False,True,True,True,1249.0,51.0,True,2.0,False,normal,Mitte
166875,False,True,True,True,1545.0,91.99,False,3.0,False,normal,Mitte
166883,False,True,True,False,1245.56,94.02,False,3.0,False,normal,Schöneberg
166898,False,False,True,True,450.0,18.0,False,1.0,True,normal,Wedding
166965,False,True,False,True,800.0,69.05,True,2.0,False,normal,Weißensee
166982,False,False,False,False,620.0,52.77,False,1.5,False,normal,Tempelhof
167015,False,False,True,False,801.0,49.44,False,2.0,False,normal,Tiergarten
167017,True,True,True,False,841.89,44.31,True,2.0,True,normal,Lichtenberg
167020,False,True,False,False,700.0,52.0,False,2.0,False,normal,Berg_Prenzlauer_Berg
167057,False,True,False,False,353.55,51.0,True,2.0,False,normal,Neukölln
167080,False,True,True,True,1400.0,96.0,True,3.0,False,normal,Charlottenburg
167116,True,True,True,False,1708.0,113.83,True,3.0,False,normal,Neukölln
167120,False,True,False,False,635.0,57.77,False,2.0,False,normal,Neukölln
167124,False,True,True,True,2090.0,110.0,True,4.5,False,normal,Steglitz
167142,False,True,True,True,2500.0,229.8,True,4.0,False,normal,Köpenick
167148,False,True,True,True,550.0,45.0,True,1.0,False,normal,Wilmersdorf
167172,False,False,False,False,1010.16,56.12,False,2.0,False,normal,Charlottenburg
167178,False,True,True,False,900.0,60.0,False,2.0,False,normal,Schöneberg
167198,False,False,False,False,884.0,68.01,False,2.0,False,normal,Wedding
167199,True,True,True,True,1282.0,69.0,True,3.0,False,normal,Kreuzberg
167231,False,False,False,True,359.97,67.41,False,3.0,True,normal,Köpenick
167243,False,True,True,True,1280.8,128.08,True,4.0,False,normal,Steglitz
167250,True,True,True,False,1601.71,81.72,True,3.0,False,normal,Tiergarten
167254,True,True,False,True,700.0,65.0,True,2.0,True,normal,Weißensee
167296,False,False,False,False,825.0,53.0,False,2.0,False,normal,Neukölln
167311,False,True,False,True,1049.0,77.0,False,2.0,False,normal,Lichtenberg
167317,True,True,False,False,503.1,44.0,False,1.0,False,normal,Lichtenberg
167332,False,True,True,True,5700.0,186.0,True,2.0,False,normal,Kreuzberg
167348,False,True,False,True,521.0,21.0,True,1.0,True,normal,Wedding
167386,False,True,True,False,1608.59,111.63,True,3.0,False,normal,Pankow
167431,False,False,False,True,588.06,65.34,True,2.0,False,normal,Treptow
167441,False,False,False,True,350.0,35.0,False,1.0,False,normal,Reinickendorf
167456,True,False,True,False,582.45,21.19,True,1.0,True,normal,Mitte
167484,False,True,True,True,1200.0,110.0,False,3.0,False,normal,Pankow
167576,False,True,True,False,653.0,24.24,False,1.0,False,normal,Friedrichshain
167595,True,False,False,True,1530.0,153.6,True,5.0,False,normal,Treptow
167603,False,False,True,True,1450.0,76.5,False,2.0,False,normal,Berg_Prenzlauer_Berg
167614,False,False,True,True,632.0,27.7,True,1.0,False,normal,Wedding
